"","album_release_year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","disc_number","duration_ms","track_number"
"238",2009,0.737,0.518,8,-10.568,0,0.0539,0.0146,0.843,0.0718,0.754,94.986,4,1,239813,13
"239",2009,0.81,0.715,0,-9.648,0,0.112,0.00951,0.413,0.204,0.742,142.047,4,1,239666,14
"240",2009,0.718,0.487,0,-10.603,0,0.268,0.0903,0.67,0.2,0.414,77.01,4,1,253466,15
"241",2009,0.691,0.429,5,-12.874,0,0.869,0.768,0,0.0727,0.338,115.867,3,1,228093,16
"242",2009,0.809,0.67,11,-9.858,1,0.624,0.586,0,0.14,0.166,115.915,4,1,247626,17
"243",2009,0.765,0.697,3,-13.778,1,0.73,0.595,0,0.455,0.411,87.68,4,1,252986,18
"244",2009,0.654,0.488,0,-15.727,1,0.928,0.747,0,0.247,0.472,91.723,4,1,272333,19
"245",2009,0.593,0.44,2,-14.203,1,0.895,0.265,0,0.104,0.321,82.817,4,1,316360,20
"246",2009,0.685,0.408,7,-11.119,0,0.847,0.7,0,0.203,0.697,94.65,4,1,197000,21
"247",2009,0.809,0.443,10,-14.24,1,0.885,0.651,0,0.181,0.42,128.214,3,1,257506,22
"248",2009,0.782,0.401,4,-13.527,1,0.896,0.696,0,0.426,0.678,79.958,4,1,241106,23
"249",2009,0.713,0.32,5,-14.155,0,0.936,0.664,0,0.17,0.581,110.973,5,1,295080,24
"250",2009,0.663,0.461,1,-10.06,1,0.698,0.715,0,0.401,0.877,95.856,4,1,236613,25
"251",2009,0.899,0.591,2,-14.834,1,0.643,0.505,0,0.082,0.184,110.168,4,1,249986,26
"252",2009,0.713,0.51,11,-14.774,1,0.918,0.538,0,0.419,0.368,117.955,3,1,274906,27
"253",2009,0.717,0.507,6,-11.339,1,0.815,0.557,0,0.677,0.237,92.481,4,1,243666,28
"254",2009,0.842,0.528,8,-11.566,0,0.882,0.733,0,0.555,0.338,142.008,4,1,257346,29
"255",2009,0.758,0.415,11,-14.408,1,0.96,0.445,0,0.057,0.573,76.916,4,1,261880,30
"256",2007,0.606,0.602,1,-9.489,1,0.343,0.0598,2.08e-05,0.684,0.512,85.083,4,1,225146,1
"257",2007,0.707,0.683,0,-8.728,1,0.0681,0.181,0.00107,0.108,0.568,116.006,4,1,243626,2
"258",2007,0.515,0.763,11,-7.856,1,0.484,0.042,0.000285,0.0521,0.719,175.968,4,1,247680,3
"259",2007,0.442,0.679,7,-8.878,1,0.414,0.106,6.05e-06,0.305,0.608,167.804,4,1,269880,4
"260",2007,0.474,0.657,6,-9.468,0,0.406,0.178,0.000369,0.127,0.661,168.263,4,1,300066,5
"261",2007,0.5,0.733,6,-7.509,1,0.276,0.374,5.89e-06,0.112,0.821,96.144,4,1,195160,6
"262",2007,0.653,0.798,7,-8.601,1,0.366,0.16,0.00016,0.181,0.658,95.917,4,1,255560,7
"263",2007,0.512,0.729,6,-8.808,0,0.407,0.389,2.11e-05,0.929,0.8,76.964,4,1,238613,8
"264",2007,0.529,0.818,11,-9.383,1,0.389,0.243,0,0.0786,0.703,84.063,4,1,293413,9
"265",2007,0.48,0.812,6,-7.516,0,0.341,0.138,6.94e-06,0.1,0.674,124.425,5,1,233066,10
"266",2007,0.66,0.781,2,-9.355,1,0.262,0.551,0.000108,0.211,0.748,110.338,4,1,246760,11
"267",2007,0.454,0.62,3,-9.318,1,0.255,0.0226,0.0168,0.37,0.556,146.825,4,1,268800,12
"268",2007,0.645,0.822,11,-7.904,1,0.27,0.242,0,0.253,0.873,94.919,4,1,238986,13
"269",2007,0.445,0.79,9,-8.677,1,0.543,0.133,0,0.193,0.176,68.527,4,1,574040,14
"270",2007,0.427,0.901,1,-5.615,1,0.447,0.062,7.88e-06,0.127,0.685,83.901,4,1,1414980,15
"271",2007,0.606,0.602,1,-9.489,1,0.343,0.0598,2.08e-05,0.684,0.512,85.083,4,1,225146,1
"272",2007,0.707,0.683,0,-8.728,1,0.0681,0.181,0.00107,0.108,0.568,116.006,4,1,243626,2
"273",2007,0.515,0.763,11,-7.856,1,0.484,0.042,0.000285,0.0521,0.719,175.968,4,1,247680,3
"274",2007,0.442,0.679,7,-8.878,1,0.414,0.106,6.05e-06,0.305,0.608,167.804,4,1,269880,4
"275",2007,0.474,0.657,6,-9.468,0,0.406,0.178,0.000369,0.127,0.661,168.263,4,1,300066,5
"276",2007,0.5,0.733,6,-7.509,1,0.276,0.374,5.89e-06,0.112,0.821,96.144,4,1,195160,6
"277",2007,0.653,0.798,7,-8.601,1,0.366,0.16,0.00016,0.181,0.658,95.917,4,1,255560,7
"278",2007,0.512,0.729,6,-8.808,0,0.407,0.389,2.11e-05,0.929,0.8,76.964,4,1,238613,8
"279",2007,0.529,0.818,11,-9.383,1,0.389,0.243,0,0.0786,0.703,84.063,4,1,293413,9
"280",2007,0.48,0.812,6,-7.516,0,0.341,0.138,6.94e-06,0.1,0.674,124.425,5,1,233066,10
"281",2007,0.66,0.781,2,-9.355,1,0.262,0.551,0.000108,0.211,0.748,110.338,4,1,246760,11
"282",2007,0.454,0.62,3,-9.318,1,0.255,0.0226,0.0168,0.37,0.556,146.825,4,1,268800,12
"283",2007,0.645,0.822,11,-7.904,1,0.27,0.242,0,0.253,0.873,94.919,4,1,238986,13
"284",2007,0.445,0.79,9,-8.677,1,0.543,0.133,0,0.193,0.176,68.527,4,1,574040,14
"285",2005,0.664,0.703,11,-8.786,1,0.398,0.128,0,0.0649,0.721,81.736,4,1,275160,1
"286",2005,0.641,0.66,1,-8.826,0,0.326,0.0315,7.81e-05,0.268,0.79,171.378,4,1,245600,2
"287",2005,0.512,0.618,10,-7.139,0,0.413,0.0888,0.00329,0.123,0.496,74.802,3,1,261760,3
"288",2005,0.682,0.604,6,-10.54,0,0.356,0.271,4.38e-06,0.757,0.674,86.961,4,1,231680,4
"289",2005,0.764,0.756,11,-7.292,1,0.34,0.00996,0.000328,0.391,0.842,165.897,4,1,286306,5
"290",2005,0.703,0.715,6,-9.173,0,0.195,0.0609,0,0.184,0.724,114.513,4,1,271333,6
"291",2005,0.67,0.649,10,-7.214,0,0.408,0.34,1.23e-05,0.17,0.754,81.743,4,1,276346,7
"292",2003,0.451,0.786,9,-9.833,1,0.837,0.293,1.23e-05,0.622,0.445,84.92,4,1,145093,1
"293",2003,0.472,0.744,6,-9.586,1,0.561,0.254,0,0.904,0.779,80.793,4,1,310800,2
"294",2003,0.781,0.736,4,-8.369,1,0.361,0.104,6.09e-06,0.78,0.832,110.613,5,1,301373,3
"295",2003,0.551,0.791,9,-7.977,0,0.358,0.42,3.94e-06,0.521,0.638,110.039,4,1,306266,4
"296",2003,0.542,0.72,8,-7.722,1,0.835,0.18,0,0.232,0.723,85.203,4,1,273600,5
"297",2003,0.557,0.828,1,-8.507,1,0.347,0.313,0,0.348,0.491,113.869,5,1,291693,6
"298",2003,0.781,0.724,1,-7.503,1,0.408,0.506,0,0.639,0.766,82.095,4,1,225706,7
"299",2003,0.699,0.866,1,-8.608,1,0.391,0.254,0,0.244,0.595,85.891,4,1,332026,8
"300",2003,0.636,0.662,1,-6.144,0,0.359,0.198,1.69e-05,0.383,0.898,82.063,4,1,381906,9
"301",2003,0.498,0.775,4,-8.131,1,0.41,0.101,8.59e-05,0.764,0.633,80.125,4,1,307226,10
"302",2003,0.645,0.727,11,-6.703,0,0.51,0.296,0,0.513,0.764,106.231,5,1,288400,11
"303",2003,0.596,0.777,1,-7.998,1,0.451,0.408,2.5e-05,0.163,0.857,81.932,4,1,228733,12
"304",2003,0.662,0.615,4,-8.809,1,0.652,0.387,0,0.28,0.829,110.054,4,1,263666,13
"305",2003,0.684,0.811,1,-9.07,1,0.309,0.401,0,0.86,0.667,90.01,4,1,294706,14
"306",2003,0.607,0.746,2,-8.953,0,0.524,0.213,0,0.705,0.707,140.137,4,1,277133,15
"307",2002,0.613,0.75,11,-6.83,1,0.244,0.0235,0.00116,0.305,0.613,93.438,4,1,265400,1
"308",2002,0.779,0.688,4,-7.077,0,0.353,0.292,0.000278,0.645,0.836,86.008,4,1,256200,2
"309",2002,0.511,0.886,2,-4.618,0,0.196,0.351,0.000106,0.329,0.586,170.663,4,1,270960,3
"310",2002,0.546,0.86,5,-6.75,0,0.418,0.236,0,0.377,0.64,139.704,4,1,263733,4
"311",2002,0.676,0.707,11,-6.159,0,0.0436,0.0246,0.923,0.369,0.768,144.057,4,1,279106,5
"312",2002,0.683,0.54,7,-8.649,1,0.384,0.0117,0,0.159,0.758,83.892,4,1,340360,6
"313",2002,0.49,2.03e-05,9,-7.882,1,0.563,0.0275,0.000451,0.101,0.168,155.056,4,1,1472840,7
"314",2001,0.62,0.592,1,-8.741,0,0.457,0.552,0.00791,0.131,0.88,80.649,4,1,152826,1
"315",2001,0.602,0.758,11,-6.85,1,0.267,0.0242,0.00111,0.376,0.597,93.585,4,1,266106,2
"316",2001,0.689,0.495,1,-8.58,1,0.421,0.236,0,0.214,0.383,76.45,4,1,299600,3
"317",2001,0.505,0.899,9,-5.893,1,0.418,0.0624,3.03e-06,0.387,0.23,168.311,4,1,234466,4
"318",2001,0.816,0.845,9,-6.918,0,0.199,0.543,0,0.104,0.565,103.007,4,1,271200,5
"319",2001,0.737,0.633,11,-8.49,1,0.329,0.279,0,0.244,0.496,82.071,4,1,272200,6
"320",2001,0.699,0.718,10,-7.004,0,0.367,0.08,0,0.804,0.632,80.02,4,1,226626,7
"321",2001,0.787,0.721,5,-7.965,0,0.314,0.124,5.15e-06,0.226,0.869,173.991,4,1,236600,8
"322",2001,0.692,0.583,5,-9.182,0,0.224,0.079,7.01e-06,0.101,0.617,156.082,4,1,307000,9
"323",2001,0.724,0.468,1,-11.474,1,0.404,0.3,1.56e-05,0.076,0.541,80.002,4,1,305306,10
"324",2001,0.596,0.739,7,-6.511,1,0.308,0.216,1.13e-06,0.117,0.46,84.073,4,1,289560,11
"325",2001,0.64,0.675,8,-7.587,1,0.318,0.673,0,0.11,0.539,88.074,4,1,244640,12
"326",2001,0.674,0.879,2,-6.223,1,0.308,0.038,0.00242,0.374,0.827,90.183,4,1,278626,13
"327",2001,0.666,0.669,11,-4.422,0,0.308,0.0984,0,0.0848,0.915,78.012,4,1,285640,14
"328",1999,0.611,0.783,1,-10.905,1,0.67,0.0587,0,0.0459,0.51,82.73,4,1,70120,1
"329",1999,0.748,0.73,1,-6.251,1,0.359,0.0495,0,0.37,0.702,80.02,4,1,273640,2
"330",1999,0.689,0.49,9,-7.576,0,0.5,0.162,0,0.104,0.532,155.868,4,1,234120,3
"331",1999,0.838,0.656,6,-11.885,0,0.44,0.161,0.000327,0.308,0.852,87.001,4,1,272573,4
"332",1999,0.73,0.654,11,-3.796,0,0.264,0.0654,4.98e-05,0.104,0.874,81.963,4,1,300533,5
"333",1999,0.731,0.857,0,-5.101,1,0.348,0.155,0.000169,0.0805,0.748,90.034,4,1,225280,6
"334",1999,0.698,0.868,2,-4.027,1,0.398,0.184,0.00146,0.275,0.674,82.212,4,1,270386,7
"335",1999,0.55,0.607,1,-11.201,0,0.277,0.0471,0.00908,0.0843,0.64,107.995,3,1,282760,8
